종목코드,기준일,지표,값
236200,2023-07-21,PCR,9.2603
236200,2023-07-21,PER,8.4805
236200,2023-07-21,PSR,1.7344
236810,2023-07-21,PBR,3.995
236810,2023-07-21,PCR,-94.32
236810,2023-07-21,PER,-116.0862
236810,2023-07-21,PSR,1.3832
237690,2023-07-21,PBR,4.3478
237690,2023-07-21,PCR,46.0101
237690,2023-07-21,PER,79.4492
237690,2023-07-21,PSR,5.5303
237750,2023-07-21,PBR,0.6053
237750,2023-07-21,PCR,20.5942
237750,2023-07-21,PER,10.046
237750,2023-07-21,PSR,1.8306
237820,2023-07-21,PBR,1.034
237820,2023-07-21,PCR,21.2998
237820,2023-07-21,PER,20.2348
237820,2023-07-21,PSR,1.8693
237880,2023-07-21,PBR,1.8329
237880,2023-07-21,PCR,15.4457
237880,2023-07-21,PER,22.9627
237880,2023-07-21,PSR,1.2232
238090,2023-07-21,PBR,0.3884
238090,2023-07-21,PCR,10.6372
238090,2023-07-21,PER,-2.4974
238090,2023-07-21,PSR,0.7262
238120,2023-07-21,PBR,2.1119
238120,2023-07-21,PCR,32.4282
238120,2023-07-21,PER,28.0062
238120,2023-07-21,PSR,4.4973
238200,2023-07-21,PBR,1.0453
238200,2023-07-21,PCR,17.6266
238200,2023-07-21,PER,91.0707
238200,2023-07-21,PSR,3.8211
238490,2023-07-21,PBR,1.2678
238490,2023-07-21,PCR,-9.4224
238490,2023-07-21,PER,-8.4306
238490,2023-07-21,PSR,3.2165
239340,2023-07-21,PBR,2.7146
239340,2023-07-21,PCR,28.3286
239340,2023-07-21,PER,-23.1102
239340,2023-07-21,PSR,4.3475
239610,2023-07-21,PBR,0.8324
239610,2023-07-21,PCR,18.2995
239610,2023-07-21,PER,-109.797
239610,2023-07-21,PSR,1.9563
239890,2023-07-21,PBR,7.4426
239890,2023-07-21,PCR,55.766
239890,2023-07-21,PER,22.1797
239890,2023-07-21,PSR,5.3038
240810,2023-07-21,PBR,1.9263
240810,2023-07-21,PCR,22.8494
240810,2023-07-21,PER,27.1126
240810,2023-07-21,PSR,1.7379
241520,2023-07-21,PBR,1.0433
241520,2023-07-21,PCR,14.9019
241520,2023-07-21,PER,6.3192
241560,2023-07-21,PBR,1.1819
241560,2023-07-21,PCR,5.0256
241560,2023-07-21,PER,7.9281
241560,2023-07-21,PSR,0.6344
241590,2023-07-21,PBR,0.789
241590,2023-07-21,PCR,3.8865
241590,2023-07-21,PER,-43.2629
241590,2023-07-21,PSR,0.3115
241690,2023-07-21,PBR,0.9563
241690,2023-07-21,PCR,11.5503
241690,2023-07-21,PER,20.5596
241690,2023-07-21,PSR,1.2108
241710,2023-07-21,PBR,1.3246
241710,2023-07-21,PCR,7.3863
241710,2023-07-21,PER,21.1592
241710,2023-07-21,PSR,0.6603
241770,2023-07-21,PBR,0.7775
241770,2023-07-21,PCR,263.582
241770,2023-07-21,PER,3.0437
241770,2023-07-21,PSR,2.5491
241790,2023-07-21,PBR,1.5981
241790,2023-07-21,PCR,10.4544
241790,2023-07-21,PER,7.6435
241790,2023-07-21,PSR,0.8811
241820,2023-07-21,PBR,2.2981
241820,2023-07-21,PCR,76.5281
241820,2023-07-21,PER,-3.9858
241820,2023-07-21,PSR,3.9045
241840,2023-07-21,PBR,2.4295
241840,2023-07-21,PCR,6.7483
241840,2023-07-21,PER,77.0732
241840,2023-07-21,PSR,2.8216
242040,2023-07-21,PBR,2.4974
242040,2023-07-21,PCR,57.3737
242040,2023-07-21,PER,363.3667
242040,2023-07-21,PSR,1.0923
243070,2023-07-21,PBR,1.2929
243070,2023-07-21,PCR,12.868
243070,2023-07-21,PER,13.3309
243070,2023-07-21,PSR,0.7347
243840,2023-07-21,PBR,1.2465
243840,2023-07-21,PCR,5.8428
243840,2023-07-21,PER,14.8746
243840,2023-07-21,PSR,0.7978
244460,2023-07-21,PBR,4.9058
244460,2023-07-21,PCR,-3.4388
244460,2023-07-21,PER,-2.2014
244460,2023-07-21,PSR,25.0545
244920,2023-07-21,PBR,0.5205
244920,2023-07-21,PCR,8.3747
244920,2023-07-21,PER,1.4417
244920,2023-07-21,PSR,0.3404
245620,2023-07-21,PBR,3.4091
245620,2023-07-21,PCR,62.1087
245620,2023-07-21,PER,-6.1595
245620,2023-07-21,PSR,1.5495
246690,2023-07-21,PBR,0.8378
246690,2023-07-21,PCR,6.2091
246690,2023-07-21,PER,7.0655
246710,2023-07-21,PBR,7.1779
246710,2023-07-21,PCR,-49.4517
246710,2023-07-21,PER,-25.4603
246710,2023-07-21,PSR,45.9195
246720,2023-07-21,PBR,18.8633
246720,2023-07-21,PCR,-48.0315
246720,2023-07-21,PER,-61.7548
246720,2023-07-21,PSR,29.4739
246960,2023-07-21,PBR,4.2794
246960,2023-07-21,PCR,-12.7885
246960,2023-07-21,PER,-9.8197
246960,2023-07-21,PSR,109.9808
247540,2023-07-21,PBR,25.5368
247540,2023-07-21,PCR,-82.3465
247540,2023-07-21,PER,115.6578
247540,2023-07-21,PSR,5.5638
247660,2023-07-21,PBR,1.9749
247660,2023-07-21,PCR,-18.7315
247660,2023-07-21,PER,-103.0233
247660,2023-07-21,PSR,10.6576
248070,2023-07-21,PBR,4.5731
248070,2023-07-21,PCR,39.4195
248070,2023-07-21,PER,17.5144
248070,2023-07-21,PSR,0.7427
248170,2023-07-21,PBR,0.5772
248170,2023-07-21,PCR,19.3816
248170,2023-07-21,PER,13.7286
248170,2023-07-21,PSR,0.3532
249420,2023-07-21,PBR,2.0593
249420,2023-07-21,PCR,-8.1813
249420,2023-07-21,PER,-14.3887
249420,2023-07-21,PSR,0.7262
250000,2023-07-21,PBR,1.272
250000,2023-07-21,PCR,17.0545
250000,2023-07-21,PER,14.509
250000,2023-07-21,PSR,1.3335
250060,2023-07-21,PBR,1.5083
250060,2023-07-21,PCR,-32.2479
250060,2023-07-21,PER,-10.1076
250060,2023-07-21,PSR,3.1352
250930,2023-07-21,PBR,0.9057
250930,2023-07-21,PCR,4.8023
250930,2023-07-21,PER,-3.3171
250930,2023-07-21,PSR,0.6802
251120,2023-07-21,PBR,2.4445
251120,2023-07-21,PCR,22.6538
251120,2023-07-21,PER,25.2677
251120,2023-07-21,PSR,8.8778
251270,2023-07-21,PBR,0.7263
251270,2023-07-21,PCR,-13.7936
251270,2023-07-21,PER,-4.7253
251270,2023-07-21,PSR,1.5731
251370,2023-07-21,PBR,1.303
251370,2023-07-21,PCR,17.9753
251370,2023-07-21,PER,166.2717
251370,2023-07-21,PSR,1.581
251630,2023-07-21,PBR,1.9026
251630,2023-07-21,PCR,-84.0832
251630,2023-07-21,PER,-32.4532
251630,2023-07-21,PSR,3.0677
251970,2023-07-21,PBR,1.14
251970,2023-07-21,PCR,10.3333
251970,2023-07-21,PER,13.2455
251970,2023-07-21,PSR,1.1987
252500,2023-07-21,PBR,1.1391
252500,2023-07-21,PCR,16.2754
252500,2023-07-21,PER,47.0179
252500,2023-07-21,PSR,1.0991
252990,2023-07-21,PBR,2.7088
252990,2023-07-21,PCR,2964.09
252990,2023-07-21,PER,28.5009
252990,2023-07-21,PSR,7.0406
253450,2023-07-21,PBR,2.2754
253450,2023-07-21,PCR,69.3243
253450,2023-07-21,PER,28.8743
253450,2023-07-21,PSR,1.953
253590,2023-07-21,PBR,3.3419
253590,2023-07-21,PCR,2003.49
253590,2023-07-21,PER,21.3137
253590,2023-07-21,PSR,2.3189
253840,2023-07-21,PBR,0.8048
253840,2023-07-21,PCR,3.9821
253840,2023-07-21,PER,-9.0668
253840,2023-07-21,PSR,3.3773
254120,2023-07-21,PBR,12.6101
254120,2023-07-21,PCR,-34.0971
254120,2023-07-21,PER,431.8967
254120,2023-07-21,PSR,6.17
254490,2023-07-21,PBR,
254490,2023-07-21,PCR,
254490,2023-07-21,PER,
254490,2023-07-21,PSR,
255220,2023-07-21,PBR,0.9151
255220,2023-07-21,PCR,-83.5327
255220,2023-07-21,PER,-10.9551
255220,2023-07-21,PSR,0.7186
255440,2023-07-21,PBR,0.8537
255440,2023-07-21,PCR,-38.0858
255440,2023-07-21,PER,-35.1562
255440,2023-07-21,PSR,2.6937
256150,2023-07-21,PBR,1.3391
256150,2023-07-21,PCR,22.8831
256150,2023-07-21,PER,15.0931
256150,2023-07-21,PSR,1.1764
256630,2023-07-21,PBR,1.4305
256630,2023-07-21,PCR,16.4661
256630,2023-07-21,PER,-142.02
256630,2023-07-21,PSR,3.0958
256840,2023-07-21,PBR,
256840,2023-07-21,PCR,
256840,2023-07-21,PER,
256840,2023-07-21,PSR,
256940,2023-07-21,PBR,3.9276
256940,2023-07-21,PCR,703.7
256940,2023-07-21,PER,-17.7403
256940,2023-07-21,PSR,8.8331
257370,2023-07-21,PBR,4.8437
257370,2023-07-21,PCR,-23.8461
257370,2023-07-21,PER,-12.9166
257370,2023-07-21,PSR,22.6829
257720,2023-07-21,PBR,4.2973
257720,2023-07-21,PCR,67.9467
257720,2023-07-21,PER,26.7403
257720,2023-07-21,PSR,2.2047
258610,2023-07-21,PBR,1.2907
258610,2023-07-21,PCR,-11.8075
258610,2023-07-21,PER,-4.0061
258610,2023-07-21,PSR,1.0508
258790,2023-07-21,PBR,2.5224
258790,2023-07-21,PCR,101.527
258790,2023-07-21,PER,406.108
258790,2023-07-21,PSR,2.1374
258830,2023-07-21,PBR,2.1226
258830,2023-07-21,PCR,298.0523
258830,2023-07-21,PER,-0.9502
258830,2023-07-21,PSR,5.5538
259630,2023-07-21,PBR,2.9102
259630,2023-07-21,PCR,50.73
259630,2023-07-21,PER,-13.3927
259630,2023-07-21,PSR,1.3479
259960,2023-07-21,PBR,1.6615
259960,2023-07-21,PCR,13.4669
259960,2023-07-21,PER,16.6982
259960,2023-07-21,PSR,4.6635
260660,2023-07-21,PBR,1.0221
260660,2023-07-21,PCR,12.6286
260660,2023-07-21,PER,11.6446
260660,2023-07-21,PSR,0.5201
260930,2023-07-21,PBR,0.7527
260930,2023-07-21,PCR,-23.396
260930,2023-07-21,PER,-9.6555
260930,2023-07-21,PSR,1.5637
260970,2023-07-21,PBR,0.7591
260970,2023-07-21,PCR,7.74
260970,2023-07-21,PER,6.2419
260970,2023-07-21,PSR,0.7834
261200,2023-07-21,PBR,4.7847
261200,2023-07-21,PCR,-70.1756
261200,2023-07-21,PER,172.2491
261200,2023-07-21,PSR,2.1265
261780,2023-07-21,PBR,3.7092
261780,2023-07-21,PCR,-22.2067
261780,2023-07-21,PER,-18.6144
261780,2023-07-21,PSR,
262260,2023-07-21,PBR,4.9719
262260,2023-07-21,PCR,-20.7448
262260,2023-07-21,PER,42.9714
262260,2023-07-21,PSR,2.5256
262840,2023-07-21,PBR,
262840,2023-07-21,PCR,
262840,2023-07-21,PER,
262840,2023-07-21,PSR,
263020,2023-07-21,PBR,0.8199
263020,2023-07-21,PCR,3.6791
263020,2023-07-21,PER,6.5091
263020,2023-07-21,PSR,0.4611
263050,2023-07-21,PBR,1.7131
263050,2023-07-21,PCR,-4.5747
263050,2023-07-21,PER,-4.2596
263050,2023-07-21,PSR,711.36
263540,2023-07-21,PBR,6.0328
263540,2023-07-21,PCR,-24.9759
263540,2023-07-21,PER,-14.8666
263540,2023-07-21,PSR,2.4583
263600,2023-07-21,PBR,1.505
263600,2023-07-21,PCR,10.7836
263600,2023-07-21,PER,17.5233
263600,2023-07-21,PSR,0.8365
263690,2023-07-21,PBR,1.813
263690,2023-07-21,PCR,14.1144
263690,2023-07-21,PER,9.8695
263690,2023-07-21,PSR,1.1815
263700,2023-07-21,PBR,1.1008
263700,2023-07-21,PCR,-20.3489
263700,2023-07-21,PER,-4.1155
263700,2023-07-21,PSR,1.2573
263720,2023-07-21,PBR,3.0761
263720,2023-07-21,PCR,43.8198
263720,2023-07-21,PER,50.488
263720,2023-07-21,PSR,3.8837
263750,2023-07-21,PBR,4.8991
263750,2023-07-21,PCR,49.4478
263750,2023-07-21,PER,-94.0134
263750,2023-07-21,PSR,9.7699
263770,2023-07-21,PBR,1.4274
263770,2023-07-21,PCR,9.9809
263770,2023-07-21,PER,7.6837
263770,2023-07-21,PSR,0.9473
263800,2023-07-21,PBR,3.1452
263800,2023-07-21,PCR,41.3666
263800,2023-07-21,PER,50.0754
263800,2023-07-21,PSR,0.9053
263810,2023-07-21,PBR,1.842
263810,2023-07-21,PCR,-239.3113
263810,2023-07-21,PER,51.281
263810,2023-07-21,PSR,0.6359
263860,2023-07-21,PBR,2.9094
263860,2023-07-21,PCR,16.6108
263860,2023-07-21,PER,16.4057
263860,2023-07-21,PSR,3.1715
263920,2023-07-21,PBR,1.7694
263920,2023-07-21,PCR,34.9447
263920,2023-07-21,PER,21.5044
263920,2023-07-21,PSR,1.5111
264450,2023-07-21,PBR,0.9892
264450,2023-07-21,PCR,91.5967
264450,2023-07-21,PER,5.9737
264450,2023-07-21,PSR,1.0103
264660,2023-07-21,PBR,
264660,2023-07-21,PCR,
264660,2023-07-21,PER,
264660,2023-07-21,PSR,
264850,2023-07-21,PBR,1.7496
264850,2023-07-21,PCR,9.2784
264850,2023-07-21,PER,14.8455
264850,2023-07-21,PSR,0.959
264900,2023-07-21,PBR,0.5721
264900,2023-07-21,PCR,4.6745
264900,2023-07-21,PER,14.4024
264900,2023-07-21,PSR,0.2543
265520,2023-07-21,PBR,1.1956
265520,2023-07-21,PCR,5.5116
265520,2023-07-21,PER,3.8344
265520,2023-07-21,PSR,0.6245
265560,2023-07-21,PBR,1.9727
265560,2023-07-21,PCR,23.1175
265560,2023-07-21,PER,19.1317
265560,2023-07-21,PSR,2.0249
265740,2023-07-21,PBR,1.3061
265740,2023-07-21,PCR,25.8406
265740,2023-07-21,PER,29.9751
265740,2023-07-21,PSR,2.1976
267250,2023-07-21,PBR,0.2059
267250,2023-07-21,PCR,1.0855
267250,2023-07-21,PER,2.6242
267250,2023-07-21,PSR,0.0731
267260,2023-07-21,PBR,3.217
267260,2023-07-21,PCR,-14.699
267260,2023-07-21,PER,13.7948
267260,2023-07-21,PSR,1.0917
267270,2023-07-21,PBR,0.911
267270,2023-07-21,PCR,5.6933
267270,2023-07-21,PER,13.067
267270,2023-07-21,PSR,0.4278
267290,2023-07-21,PBR,0.2935
267290,2023-07-21,PCR,1.9262
267290,2023-07-21,PER,4.7644
267290,2023-07-21,PSR,0.0496
267320,2023-07-21,PBR,5.3123
267320,2023-07-21,PCR,-152.464
267320,2023-07-21,PER,1524.64
267320,2023-07-21,PSR,1.5849
267790,2023-07-21,PBR,1.7567
267790,2023-07-21,PCR,18.0203
267790,2023-07-21,PER,-41.1892
267790,2023-07-21,PSR,1.3226
267850,2023-07-21,PBR,0.8688
267850,2023-07-21,PCR,6.9011
267850,2023-07-21,PER,13.1386
267850,2023-07-21,PSR,0.7759
267980,2023-07-21,PBR,0.6642
267980,2023-07-21,PCR,-64.3639
267980,2023-07-21,PER,18.6509
267980,2023-07-21,PSR,0.1894
268280,2023-07-21,PBR,2.0295
268280,2023-07-21,PCR,11.3342
268280,2023-07-21,PER,14.6037
268280,2023-07-21,PSR,1.351
268600,2023-07-21,PBR,11.9483
268600,2023-07-21,PCR,-4.8312
268600,2023-07-21,PER,-3.3011
268600,2023-07-21,PSR,10.8381
269620,2023-07-21,PBR,2.3135
269620,2023-07-21,PCR,-15.5693
269620,2023-07-21,PER,-7.4829
269620,2023-07-21,PSR,3.6843
270520,2023-07-21,PBR,
270520,2023-07-21,PCR,
270520,2023-07-21,PER,
270520,2023-07-21,PSR,
270660,2023-07-21,PBR,2.8927
270660,2023-07-21,PCR,25.4973
270660,2023-07-21,PER,41.5072
270660,2023-07-21,PSR,3.7261
270870,2023-07-21,PBR,0.7061
270870,2023-07-21,PCR,7.075
270870,2023-07-21,PER,-176.8742
270870,2023-07-21,PSR,0.3841
271560,2023-07-21,PBR,1.7647
271560,2023-07-21,PCR,10.3183
271560,2023-07-21,PER,11.837
271560,2023-07-21,PSR,1.6369
271830,2023-07-21,PBR,3.2837
271830,2023-07-21,PCR,5.6307
271830,2023-07-21,PER,10.7409
271830,2023-07-21,PSR,1.3984
271940,2023-07-21,PBR,3.2925
271940,2023-07-21,PCR,80.2271
271940,2023-07-21,PER,112.4924
271940,2023-07-21,PSR,8.646
271980,2023-07-21,PBR,1.6878
271980,2023-07-21,PCR,-9.3794
271980,2023-07-21,PER,69.2636
271980,2023-07-21,PSR,0.3684
272110,2023-07-21,PBR,3.4466
272110,2023-07-21,PCR,10.4311
272110,2023-07-21,PER,14.4742
272110,2023-07-21,PSR,2.6598
272210,2023-07-21,PBR,1.3197
272210,2023-07-21,PCR,10.3336
272210,2023-07-21,PER,30.1948
272210,2023-07-21,PSR,1.2859
272290,2023-07-21,PBR,2.5404
272290,2023-07-21,PCR,12.0981
272290,2023-07-21,PER,14.5104
272290,2023-07-21,PSR,2.1856
272450,2023-07-21,PBR,8.7058
272450,2023-07-21,PCR,2.743
272450,2023-07-21,PER,20.3153
272450,2023-07-21,PSR,0.9621
272550,2023-07-21,PBR,
272550,2023-07-21,PCR,
272550,2023-07-21,PER,
272550,2023-07-21,PSR,
273060,2023-07-21,PBR,2.0115
273060,2023-07-21,PCR,15.0181
273060,2023-07-21,PER,147.6783
273060,2023-07-21,PSR,5.8294
273640,2023-07-21,PBR,4.2527
273640,2023-07-21,PCR,20.7503
273640,2023-07-21,PER,18.9531
273640,2023-07-21,PSR,4.8237
274090,2023-07-21,PBR,3.9119
274090,2023-07-21,PCR,-36.1228
274090,2023-07-21,PER,21.4908
274090,2023-07-21,PSR,2.1275
274400,2023-07-21,PBR,10.4727
274400,2023-07-21,PCR,-20.1974
274400,2023-07-21,PER,-33.6624
274400,2023-07-21,PSR,7.6423
275630,2023-07-21,PBR,1.0397
275630,2023-07-21,PCR,12.843
275630,2023-07-21,PER,15.6969
275630,2023-07-21,PSR,2.2424
276040,2023-07-21,PBR,4.6365
276040,2023-07-21,PCR,-50.5183
276040,2023-07-21,PER,-26.9431
276040,2023-07-21,PSR,32.7686
276730,2023-07-21,PBR,1.8082
276730,2023-07-21,PCR,-7.8116
276730,2023-07-21,PER,-3.0998
276730,2023-07-21,PSR,3.4873
277070,2023-07-21,PBR,1.4987
277070,2023-07-21,PCR,54.4029
277070,2023-07-21,PER,24.0013
277410,2023-07-21,PBR,1.5281
277410,2023-07-21,PCR,391.95
277410,2023-07-21,PER,23.7545
277410,2023-07-21,PSR,2.412
277810,2023-07-21,PBR,25.4105
277810,2023-07-21,PCR,19000.7
277810,2023-07-21,PER,116.5687
277810,2023-07-21,PSR,146.1592
277880,2023-07-21,PBR,4.5467
277880,2023-07-21,PCR,-17.0374
277880,2023-07-21,PER,151.633
277880,2023-07-21,PSR,1.6046
278280,2023-07-21,PBR,5.0575
278280,2023-07-21,PCR,33.7308
278280,2023-07-21,PER,58.9286
278280,2023-07-21,PSR,7.0312
278650,2023-07-21,PBR,3.5678
278650,2023-07-21,PCR,32.875
278650,2023-07-21,PER,-81.2206
278650,2023-07-21,PSR,3.3636
279600,2023-07-21,PBR,3.6247
279600,2023-07-21,PCR,-28.2726
279600,2023-07-21,PER,-21.7482
279600,2023-07-21,PSR,3.1069
280360,2023-07-21,PBR,0.4754
280360,2023-07-21,PCR,7.9103
280360,2023-07-21,PER,19.4206
280360,2023-07-21,PSR,0.2544
281740,2023-07-21,PBR,16.0581
281740,2023-07-21,PCR,55.0492
281740,2023-07-21,PER,45.8743
281740,2023-07-21,PSR,9.9412
281820,2023-07-21,PBR,1.0961
281820,2023-07-21,PCR,6.7295
281820,2023-07-21,PER,10.2904
281820,2023-07-21,PSR,1.3102
282330,2023-07-21,PBR,3.202
282330,2023-07-21,PCR,4.4377
282330,2023-07-21,PER,14.8856
282330,2023-07-21,PSR,0.374
282690,2023-07-21,PBR,0.4324
282690,2023-07-21,PCR,8.3779
282690,2023-07-21,PER,7.1648
282690,2023-07-21,PSR,0.8154
282720,2023-07-21,PBR,
282720,2023-07-21,PCR,
282720,2023-07-21,PER,
282720,2023-07-21,PSR,
282880,2023-07-21,PBR,2.525
282880,2023-07-21,PCR,12.5735
282880,2023-07-21,PER,29.5847
282880,2023-07-21,PSR,1.9637
284620,2023-07-21,PBR,4.1768
284620,2023-07-21,PCR,-7.9666
284620,2023-07-21,PER,-7.3499
284620,2023-07-21,PSR,569.615
284740,2023-07-21,PBR,0.6341
284740,2023-07-21,PCR,24.8021
284740,2023-07-21,PER,4.4305
284740,2023-07-21,PSR,0.5382
285130,2023-07-21,PBR,0.4557
285130,2023-07-21,PCR,-16.6129
285130,2023-07-21,PER,6.1277
285130,2023-07-21,PSR,0.6802
285490,2023-07-21,PBR,2.7341
285490,2023-07-21,PCR,8.122
285490,2023-07-21,PER,25.02
285490,2023-07-21,PSR,4.1422
285800,2023-07-21,PBR,
286750,2023-07-21,PBR,3.4276
286750,2023-07-21,PCR,-201.371
286750,2023-07-21,PER,-16.7809
286750,2023-07-21,PSR,6.196
286940,2023-07-21,PBR,0.8799
286940,2023-07-21,PCR,7.9475
286940,2023-07-21,PER,11.6156
286940,2023-07-21,PSR,0.3638
287410,2023-07-21,PBR,11.4564
287410,2023-07-21,PCR,28.5169
287410,2023-07-21,PER,31.3372
287410,2023-07-21,PSR,7.1114
288330,2023-07-21,PBR,1.716
288330,2023-07-21,PCR,-2.4885
288330,2023-07-21,PER,-2.3502
288330,2023-07-21,PSR,
288620,2023-07-21,PBR,1.8243
288620,2023-07-21,PCR,212.7533
288620,2023-07-21,PER,141.8356
288620,2023-07-21,PSR,2.7045
288980,2023-07-21,PBR,
288980,2023-07-21,PCR,
288980,2023-07-21,PER,
288980,2023-07-21,PSR,
289010,2023-07-21,PBR,
289010,2023-07-21,PCR,
289010,2023-07-21,PER,
289010,2023-07-21,PSR,
289080,2023-07-21,PBR,1.6531
289080,2023-07-21,PCR,-16.8188
289080,2023-07-21,PER,34.1324
289220,2023-07-21,PBR,2.5323
289220,2023-07-21,PCR,-23.0721
289220,2023-07-21,PER,-18.2149
289220,2023-07-21,PSR,7.2945
290090,2023-07-21,PBR,1.5229
290090,2023-07-21,PCR,-10.1041
290090,2023-07-21,PER,-17.177
290090,2023-07-21,PSR,5.5709
290120,2023-07-21,PBR,0.6995
290120,2023-07-21,PCR,2.3032
290120,2023-07-21,PER,2.7025
290120,2023-07-21,PSR,0.2593
290270,2023-07-21,PBR,1.0962
290270,2023-07-21,PCR,9.9965
290270,2023-07-21,PER,-9.7641
290270,2023-07-21,PSR,1.3039
290380,2023-07-21,PBR,0.4921
290380,2023-07-21,PCR,-40.6009
290380,2023-07-21,PER,-2.6438
290380,2023-07-21,PSR,1.7819
290520,2023-07-21,PBR,1.3747
290520,2023-07-21,PCR,126.5247
290520,2023-07-21,PER,-295.2243
290520,2023-07-21,PSR,3.8676
290550,2023-07-21,PBR,1.9344
290550,2023-07-21,PCR,6.5343
290550,2023-07-21,PER,13.0255
290550,2023-07-21,PSR,0.5849
290650,2023-07-21,PBR,8.6153
290650,2023-07-21,PCR,-88.5372
290650,2023-07-21,PER,194.0283
290650,2023-07-21,PSR,16.1977
290660,2023-07-21,PBR,2.8592
290660,2023-07-21,PCR,-5.7685
290660,2023-07-21,PER,-3.574
290660,2023-07-21,PSR,1.2695
290670,2023-07-21,PBR,
290670,2023-07-21,PCR,
290670,2023-07-21,PER,
290670,2023-07-21,PSR,
290690,2023-07-21,PBR,4.5792
290690,2023-07-21,PCR,16.4247
290690,2023-07-21,PER,-58.4526
290690,2023-07-21,PSR,3.2958
290720,2023-07-21,PBR,2.5117
290720,2023-07-21,PCR,-33.7683
290720,2023-07-21,PER,-16.8842
290720,2023-07-21,PSR,0.5536
290740,2023-07-21,PBR,1.0364
290740,2023-07-21,PCR,
290740,2023-07-21,PER,-9.4028
290740,2023-07-21,PSR,0.5422
291230,2023-07-21,PBR,4.4239
291230,2023-07-21,PCR,228.6229
291230,2023-07-21,PER,-94.1388
291230,2023-07-21,PSR,3.6372
291650,2023-07-21,PBR,2.2365
291650,2023-07-21,PCR,-7.7578
291650,2023-07-21,PER,-7.3015
291650,2023-07-21,PSR,124.1256
291810,2023-07-21,PBR,6.7359
291810,2023-07-21,PCR,-37.3683
291810,2023-07-21,PER,-27.0598
291810,2023-07-21,PSR,7.2661
293480,2023-07-21,PBR,0.9691
293480,2023-07-21,PCR,9.7478
293480,2023-07-21,PER,10.7391
293480,2023-07-21,PSR,1.1832
293490,2023-07-21,PBR,1.2385
293490,2023-07-21,PCR,21.9671
293490,2023-07-21,PER,-12.1707
293490,2023-07-21,PSR,2.3704
293580,2023-07-21,PBR,1.1696
293580,2023-07-21,PCR,15.4759
293580,2023-07-21,PER,15.4759
293780,2023-07-21,PBR,3.9746
293780,2023-07-21,PCR,-24.7124
293780,2023-07-21,PER,-16.8044
293780,2023-07-21,PSR,
294090,2023-07-21,PBR,7.9546
294090,2023-07-21,PCR,-56.3011
294090,2023-07-21,PER,-27.0747
294090,2023-07-21,PSR,128.81
294140,2023-07-21,PBR,8.6204
294140,2023-07-21,PCR,-21.109
294140,2023-07-21,PER,-7.9927
294140,2023-07-21,PSR,6.1208
294570,2023-07-21,PBR,1.9323
294570,2023-07-21,PCR,8.3793
294570,2023-07-21,PER,52.0212
294570,2023-07-21,PSR,3.8534
294630,2023-07-21,PBR,7.9143
294630,2023-07-21,PCR,-30.2184
294630,2023-07-21,PER,-31.6574
294630,2023-07-21,PSR,10.8984
294870,2023-07-21,PBR,0.245
294870,2023-07-21,PCR,-2.8246
294870,2023-07-21,PER,4.2352
294870,2023-07-21,PSR,0.1909
296640,2023-07-21,PBR,1.7232
296640,2023-07-21,PCR,20.7906
296640,2023-07-21,PER,47.8184
296640,2023-07-21,PSR,3.0074
297090,2023-07-21,PBR,3.7813
297090,2023-07-21,PCR,120.6243
297090,2023-07-21,PER,-26.4141
297090,2023-07-21,PSR,6.1231
297570,2023-07-21,PBR,1.762
297570,2023-07-21,PCR,8.7391
297570,2023-07-21,PER,9.5056
297570,2023-07-21,PSR,1.956
297890,2023-07-21,PBR,0.6309
297890,2023-07-21,PCR,1.1374
297890,2023-07-21,PER,1.8815
297890,2023-07-21,PSR,0.4396
298000,2023-07-21,PBR,1.5134
298000,2023-07-21,PCR,-1.8194
298000,2023-07-21,PER,-0.6444
298000,2023-07-21,PSR,0.1009
298020,2023-07-21,PBR,0.9418
298020,2023-07-21,PCR,3.5108
298020,2023-07-21,PER,-31.0136
298020,2023-07-21,PSR,0.1797
298040,2023-07-21,PBR,1.1365
298040,2023-07-21,PCR,-9.6042
298040,2023-07-21,PER,35.0677
298040,2023-07-21,PSR,0.3239
298050,2023-07-21,PBR,2.5559
298050,2023-07-21,PCR,5.7576
298050,2023-07-21,PER,15.6366
298050,2023-07-21,PSR,0.5514
298060,2023-07-21,PBR,2.4834
298060,2023-07-21,PCR,-6.214
298060,2023-07-21,PER,-3.107
298060,2023-07-21,PSR,177.0998
298380,2023-07-21,PBR,
298380,2023-07-21,PCR,
298380,2023-07-21,PER,
298380,2023-07-21,PSR,
298540,2023-07-21,PBR,1.1103
298540,2023-07-21,PCR,7.4555
298540,2023-07-21,PER,4.7295
298540,2023-07-21,PSR,0.6004
298690,2023-07-21,PBR,4.859
298690,2023-07-21,PCR,2.3572
298690,2023-07-21,PER,-4.9508
298690,2023-07-21,PSR,0.6354
298830,2023-07-21,PBR,
298870,2023-07-21,PBR,0.9019
298870,2023-07-21,PCR,19.6241
298870,2023-07-21,PER,16.3125
299030,2023-07-21,PBR,13.4156
299030,2023-07-21,PCR,1629.4317
299030,2023-07-21,PER,1222.0738
299030,2023-07-21,PSR,8.0136
299170,2023-07-21,PBR,1.631
299170,2023-07-21,PCR,21.9311
299170,2023-07-21,PER,13.646
299170,2023-07-21,PSR,2.2411
299660,2023-07-21,PBR,2.6853
299660,2023-07-21,PCR,-6.7617
