종목코드,기준일,지표,값
018290,2023-07-21,PCR,5.1545
018290,2023-07-21,PER,41.7168
018290,2023-07-21,PSR,1.355
018310,2023-07-21,PBR,0.509
018310,2023-07-21,PCR,6.2895
018310,2023-07-21,PER,3.9613
018310,2023-07-21,PSR,0.6509
018470,2023-07-21,PBR,2.161
018470,2023-07-21,PCR,15.3767
018470,2023-07-21,PER,-240.6
018470,2023-07-21,PSR,0.7993
018500,2023-07-21,PBR,1.7353
018500,2023-07-21,PCR,2.2792
018500,2023-07-21,PER,7.5013
018500,2023-07-21,PSR,0.2535
018620,2023-07-21,PBR,0.7246
018620,2023-07-21,PCR,22.9349
018620,2023-07-21,PER,206.414
018620,2023-07-21,PSR,0.9174
018670,2023-07-21,PBR,0.4912
018670,2023-07-21,PCR,5.2524
018670,2023-07-21,PER,4.1965
018670,2023-07-21,PSR,0.1444
018680,2023-07-21,PBR,1.7235
018680,2023-07-21,PCR,11.5205
018680,2023-07-21,PER,10.5187
018680,2023-07-21,PSR,0.9658
018700,2023-07-21,PBR,1.0428
018700,2023-07-21,PCR,8.0694
018700,2023-07-21,PER,-2.8915
018700,2023-07-21,PSR,1.2069
018880,2023-07-21,PBR,1.9418
018880,2023-07-21,PCR,16.6593
018880,2023-07-21,PER,96.7714
018880,2023-07-21,PSR,0.5351
019010,2023-07-21,PBR,0.3443
019010,2023-07-21,PCR,15.6324
019010,2023-07-21,PER,-19.6068
019010,2023-07-21,PSR,1.9026
019170,2023-07-21,PBR,2.5642
019170,2023-07-21,PCR,-34.2186
019170,2023-07-21,PER,-23.2132
019170,2023-07-21,PSR,4.0706
019180,2023-07-21,PBR,0.5874
019180,2023-07-21,PCR,1.2479
019180,2023-07-21,PER,-8.2459
019180,2023-07-21,PSR,0.1196
019210,2023-07-21,PBR,0.5389
019210,2023-07-21,PCR,12.7911
019210,2023-07-21,PER,5.2376
019210,2023-07-21,PSR,0.3321
019440,2023-07-21,PBR,0.3861
019440,2023-07-21,PCR,-33.4873
019440,2023-07-21,PER,8.7548
019440,2023-07-21,PSR,0.1246
019490,2023-07-21,PBR,1.6807
019490,2023-07-21,PCR,-6.0871
019490,2023-07-21,PER,-3.0831
019490,2023-07-21,PSR,3.252
019540,2023-07-21,PBR,0.6038
019540,2023-07-21,PCR,0.5957
019540,2023-07-21,PER,-30.4765
019540,2023-07-21,PSR,0.2212
019550,2023-07-21,PBR,1.2738
019550,2023-07-21,PCR,21.6015
019550,2023-07-21,PER,-16.5991
019570,2023-07-21,PBR,1.1207
019570,2023-07-21,PCR,-26.9346
019570,2023-07-21,PER,-1.8117
019590,2023-07-21,PBR,2.0535
019590,2023-07-21,PCR,-13.5815
019590,2023-07-21,PER,-5.3647
019660,2023-07-21,PBR,3.6777
019660,2023-07-21,PCR,-15.5806
019660,2023-07-21,PER,-8.7346
019660,2023-07-21,PSR,3.0182
019680,2023-07-21,PBR,0.4715
019680,2023-07-21,PCR,7.7798
019680,2023-07-21,PER,-1.6749
019680,2023-07-21,PSR,0.3141
019770,2023-07-21,PBR,0.6357
019770,2023-07-21,PCR,3.6492
019770,2023-07-21,PER,20.6788
019770,2023-07-21,PSR,0.288
019990,2023-07-21,PBR,1.6897
019990,2023-07-21,PCR,-753.17
019990,2023-07-21,PER,-188.2925
019990,2023-07-21,PSR,2.5971
020000,2023-07-21,PBR,0.3958
020000,2023-07-21,PCR,10.0415
020000,2023-07-21,PER,4.273
020000,2023-07-21,PSR,0.3354
020120,2023-07-21,PBR,0.9066
020120,2023-07-21,PCR,67.6465
020120,2023-07-21,PER,-113.7691
020120,2023-07-21,PSR,1.4732
020150,2023-07-21,PBR,1.2257
020150,2023-07-21,PCR,-105.4244
020150,2023-07-21,PER,-115.2771
020150,2023-07-21,PSR,3.5603
020180,2023-07-21,PBR,1.6266
020180,2023-07-21,PCR,25.9056
020180,2023-07-21,PER,
020180,2023-07-21,PSR,0.1928
020400,2023-07-21,PBR,0.6361
020400,2023-07-21,PCR,2.8181
020400,2023-07-21,PER,10.4673
020400,2023-07-21,PSR,0.2034
020560,2023-07-21,PBR,2.0499
020560,2023-07-21,PCR,0.4722
020560,2023-07-21,PER,46.3183
020560,2023-07-21,PSR,0.1291
020710,2023-07-21,PBR,0.796
020710,2023-07-21,PCR,-105.586
020710,2023-07-21,PER,38.011
020710,2023-07-21,PSR,0.9181
020760,2023-07-21,PBR,2.086
020760,2023-07-21,PCR,-27.5487
020760,2023-07-21,PER,-7.9202
020760,2023-07-21,PSR,0.694
021040,2023-07-21,PBR,1.0637
021040,2023-07-21,PCR,-7.5681
021040,2023-07-21,PER,-7.7726
021040,2023-07-21,PSR,0.1802
021050,2023-07-21,PBR,0.477
021050,2023-07-21,PCR,6.1078
021050,2023-07-21,PER,-12.2156
021050,2023-07-21,PSR,0.2479
021080,2023-07-21,PBR,0.6685
021080,2023-07-21,PCR,-15.1135
021080,2023-07-21,PER,12.0258
021240,2023-07-21,PBR,1.4233
021240,2023-07-21,PCR,11.8626
021240,2023-07-21,PER,7.1477
021240,2023-07-21,PSR,0.8262
021320,2023-07-21,PBR,0.2629
021320,2023-07-21,PCR,-0.9421
021320,2023-07-21,PER,26.108
021320,2023-07-21,PSR,0.0593
021650,2023-07-21,PBR,0.6505
021650,2023-07-21,PCR,4.6952
021650,2023-07-21,PER,6.6464
021650,2023-07-21,PSR,0.2262
021820,2023-07-21,PBR,0.1422
021820,2023-07-21,PCR,1.4592
021820,2023-07-21,PER,-8.7553
021820,2023-07-21,PSR,0.5688
021880,2023-07-21,PBR,0.9533
021880,2023-07-21,PCR,-65.6295
021880,2023-07-21,PER,-13.8167
022100,2023-07-21,PBR,11.826
022100,2023-07-21,PCR,-59.0932
022100,2023-07-21,PER,84.539
022100,2023-07-21,PSR,3.5819
022220,2023-07-21,PBR,0.7588
022220,2023-07-21,PCR,17.0182
022220,2023-07-21,PER,14.015
022220,2023-07-21,PSR,0.9247
023000,2023-07-21,PBR,0.5914
023000,2023-07-21,PCR,-103.0769
023000,2023-07-21,PER,10.0
023000,2023-07-21,PSR,0.3639
023150,2023-07-21,PBR,0.5732
023150,2023-07-21,PCR,2.7308
023150,2023-07-21,PER,5.8217
023150,2023-07-21,PSR,0.4847
023160,2023-07-21,PBR,1.0531
023160,2023-07-21,PCR,10.067
023160,2023-07-21,PER,10.9878
023160,2023-07-21,PSR,1.8995
023350,2023-07-21,PBR,0.4851
023350,2023-07-21,PCR,-13.4499
023350,2023-07-21,PER,20.966
023350,2023-07-21,PSR,0.2444
023410,2023-07-21,PBR,0.2815
023410,2023-07-21,PCR,19.6713
023410,2023-07-21,PER,20.4279
023410,2023-07-21,PSR,0.1828
023440,2023-07-21,PBR,2.4904
023440,2023-07-21,PCR,10.3152
023440,2023-07-21,PER,-6.0766
023440,2023-07-21,PSR,2.3306
023450,2023-07-21,PBR,2.5598
023450,2023-07-21,PCR,8.5888
023450,2023-07-21,PER,14.0376
023450,2023-07-21,PSR,0.6959
023460,2023-07-21,PBR,0.6915
023460,2023-07-21,PCR,-1.7516
023460,2023-07-21,PER,5.58
023530,2023-07-21,PBR,0.1777
023530,2023-07-21,PCR,1.2919
023530,2023-07-21,PER,-6.0349
023530,2023-07-21,PSR,0.1304
023590,2023-07-21,PBR,0.1612
023590,2023-07-21,PCR,-0.2435
023590,2023-07-21,PER,0.9809
023590,2023-07-21,PSR,0.0786
023600,2023-07-21,PBR,0.267
023600,2023-07-21,PCR,1.9626
023600,2023-07-21,PER,2.2638
023600,2023-07-21,PSR,0.2544
023760,2023-07-21,PBR,
023760,2023-07-21,PCR,
023760,2023-07-21,PER,
023770,2023-07-21,PBR,1.7175
023770,2023-07-21,PCR,-7.9189
023770,2023-07-21,PER,-10.0636
023770,2023-07-21,PSR,3.4752
023790,2023-07-21,PBR,0.7944
023790,2023-07-21,PCR,-53.095
023790,2023-07-21,PER,-1.3673
023790,2023-07-21,PSR,1.0619
023800,2023-07-21,PBR,0.6473
023800,2023-07-21,PCR,3.1362
023800,2023-07-21,PER,11.6797
023800,2023-07-21,PSR,0.2265
023810,2023-07-21,PBR,0.946
023810,2023-07-21,PCR,3.7324
023810,2023-07-21,PER,6.4091
023810,2023-07-21,PSR,0.2396
023900,2023-07-21,PBR,1.0767
023900,2023-07-21,PCR,22.6962
023900,2023-07-21,PER,33.4019
023900,2023-07-21,PSR,1.1037
023910,2023-07-21,PBR,0.7402
023910,2023-07-21,PCR,4.9608
023910,2023-07-21,PER,6.3103
023910,2023-07-21,PSR,0.871
023960,2023-07-21,PBR,1.5805
023960,2023-07-21,PCR,-36.1972
023960,2023-07-21,PER,11.2336
023960,2023-07-21,PSR,0.4647
024060,2023-07-21,PBR,1.0082
024060,2023-07-21,PCR,17.3152
024060,2023-07-21,PER,36.2045
024060,2023-07-21,PSR,0.5543
024070,2023-07-21,PBR,0.3752
024070,2023-07-21,PCR,10.3818
024070,2023-07-21,PER,-5.2535
024070,2023-07-21,PSR,0.3628
024090,2023-07-21,PBR,0.5276
024090,2023-07-21,PCR,5.6535
024090,2023-07-21,PER,4.1973
024090,2023-07-21,PSR,0.6313
024110,2023-07-21,PBR,0.2853
024110,2023-07-21,PCR,-0.3988
024110,2023-07-21,PER,2.852
024120,2023-07-21,PBR,0.557
024120,2023-07-21,PCR,7.2639
024120,2023-07-21,PER,13.3453
024120,2023-07-21,PSR,0.3102
024720,2023-07-21,PBR,0.2871
024720,2023-07-21,PCR,14.0015
024720,2023-07-21,PER,40.8378
024720,2023-07-21,PSR,0.3799
024740,2023-07-21,PBR,0.7057
024740,2023-07-21,PCR,4.6742
024740,2023-07-21,PER,7.4264
024740,2023-07-21,PSR,0.4405
024800,2023-07-21,PBR,0.2148
024800,2023-07-21,PCR,9.7826
024800,2023-07-21,PER,1.1711
024800,2023-07-21,PSR,0.3023
024810,2023-07-21,PBR,0.7721
024810,2023-07-21,PCR,-11.7921
024810,2023-07-21,PER,-2.2643
024810,2023-07-21,PSR,3.3944
024830,2023-07-21,PBR,0.2517
024830,2023-07-21,PCR,1.2124
024830,2023-07-21,PER,4.532
024830,2023-07-21,PSR,0.3645
024840,2023-07-21,PBR,0.5276
024840,2023-07-21,PCR,5.7988
024840,2023-07-21,PER,-36.6051
024840,2023-07-21,PSR,0.0838
024850,2023-07-21,PBR,7.2122
024850,2023-07-21,PCR,-193.9792
024850,2023-07-21,PER,16.6268
024850,2023-07-21,PSR,7.4132
024880,2023-07-21,PBR,0.5265
024880,2023-07-21,PCR,4.0935
024880,2023-07-21,PER,5.5262
024880,2023-07-21,PSR,0.1363
024890,2023-07-21,PBR,1.5411
024890,2023-07-21,PCR,132.7712
024890,2023-07-21,PER,-11.2997
024890,2023-07-21,PSR,0.732
024900,2023-07-21,PBR,3.0993
024900,2023-07-21,PCR,73.1753
024900,2023-07-21,PER,15.4532
024900,2023-07-21,PSR,0.153
024910,2023-07-21,PBR,0.8557
024910,2023-07-21,PCR,2.4363
024910,2023-07-21,PER,5.52
024910,2023-07-21,PSR,0.1821
024940,2023-07-21,PBR,1.3268
024940,2023-07-21,PCR,19.7419
024940,2023-07-21,PER,30.6
024940,2023-07-21,PSR,1.0132
024950,2023-07-21,PBR,0.9056
024950,2023-07-21,PCR,-108.6774
024950,2023-07-21,PER,-16.4041
024950,2023-07-21,PSR,0.7984
025000,2023-07-21,PBR,0.3697
025000,2023-07-21,PCR,2.9938
025000,2023-07-21,PER,5.6078
025000,2023-07-21,PSR,0.2339
025320,2023-07-21,PBR,2.4115
025320,2023-07-21,PCR,6.627
025320,2023-07-21,PER,29.5901
025320,2023-07-21,PSR,1.0126
025440,2023-07-21,PBR,1.3701
025440,2023-07-21,PCR,4.449
025440,2023-07-21,PER,-19.6212
025440,2023-07-21,PSR,0.2005
025530,2023-07-21,PBR,0.231
025530,2023-07-21,PCR,3.4066
025530,2023-07-21,PER,6.3658
025530,2023-07-21,PSR,0.3277
025540,2023-07-21,PBR,0.7134
025540,2023-07-21,PCR,24.9036
025540,2023-07-21,PER,10.0588
025540,2023-07-21,PSR,0.5097
025550,2023-07-21,PBR,0.8038
025550,2023-07-21,PCR,-5.8511
025550,2023-07-21,PER,15.9665
025550,2023-07-21,PSR,0.3832
025560,2023-07-21,PBR,1.4497
025560,2023-07-21,PCR,13.3711
025560,2023-07-21,PER,38.2561
025560,2023-07-21,PSR,2.8514
025620,2023-07-21,PBR,0.6125
025620,2023-07-21,PCR,-7.9665
025620,2023-07-21,PER,-1.4015
025620,2023-07-21,PSR,5.311
025750,2023-07-21,PBR,0.525
025750,2023-07-21,PCR,23.4099
025750,2023-07-21,PER,-7.6575
025750,2023-07-21,PSR,0.2967
025770,2023-07-21,PBR,1.3525
025770,2023-07-21,PCR,5.0776
025770,2023-07-21,PER,12.6646
025770,2023-07-21,PSR,0.5265
025820,2023-07-21,PBR,1.3327
025820,2023-07-21,PCR,-6.0435
025820,2023-07-21,PER,58.3507
025820,2023-07-21,PSR,0.3937
025860,2023-07-21,PBR,0.7798
025860,2023-07-21,PCR,10.8746
025860,2023-07-21,PER,32.8827
025860,2023-07-21,PSR,0.2014
025870,2023-07-21,PBR,1.9514
025870,2023-07-21,PCR,-47.6
025870,2023-07-21,PER,33.32
025870,2023-07-21,PSR,0.4571
025880,2023-07-21,PBR,0.7379
025880,2023-07-21,PCR,-37.1232
025880,2023-07-21,PER,9.8995
025880,2023-07-21,PSR,0.4869
025890,2023-07-21,PBR,1.0931
025890,2023-07-21,PCR,9.8457
025890,2023-07-21,PER,-334.754
025890,2023-07-21,PSR,0.6257
025900,2023-07-21,PBR,1.0425
025900,2023-07-21,PCR,42.8779
025900,2023-07-21,PER,162.936
025900,2023-07-21,PSR,0.7822
025950,2023-07-21,PBR,1.0736
025950,2023-07-21,PCR,-46.998
025950,2023-07-21,PER,15.666
025950,2023-07-21,PSR,1.6607
025980,2023-07-21,PBR,1.2576
025980,2023-07-21,PCR,20.1311
025980,2023-07-21,PER,-35.2592
025980,2023-07-21,PSR,2.0799
026040,2023-07-21,PBR,0.7483
026040,2023-07-21,PCR,12.7505
026040,2023-07-21,PER,43.9184
026040,2023-07-21,PSR,0.5074
026150,2023-07-21,PBR,1.3649
026150,2023-07-21,PCR,11.2027
026150,2023-07-21,PER,-485.45
026150,2023-07-21,PSR,0.7118
026890,2023-07-21,PBR,1.2134
026890,2023-07-21,PCR,5.1906
026890,2023-07-21,PER,25.5753
026910,2023-07-21,PBR,1.0286
026910,2023-07-21,PCR,-5.7518
026910,2023-07-21,PER,31.3153
026910,2023-07-21,PSR,0.4605
026940,2023-07-21,PBR,0.5306
026940,2023-07-21,PCR,19.6176
026940,2023-07-21,PER,13.6122
026940,2023-07-21,PSR,0.314
026960,2023-07-21,PBR,1.263
026960,2023-07-21,PCR,20.3932
026960,2023-07-21,PER,10.8607
026960,2023-07-21,PSR,3.476
027040,2023-07-21,PBR,0.5999
027040,2023-07-21,PCR,11.0319
027040,2023-07-21,PER,-3.1787
027040,2023-07-21,PSR,0.7798
027050,2023-07-21,PBR,1.2616
027050,2023-07-21,PCR,23.3333
027050,2023-07-21,PER,87.5
027050,2023-07-21,PSR,1.2995
027360,2023-07-21,PBR,1.1252
027360,2023-07-21,PCR,7.5889
027360,2023-07-21,PER,22.3964
027410,2023-07-21,PBR,0.2013
027410,2023-07-21,PCR,13.1387
027410,2023-07-21,PER,7.6261
027410,2023-07-21,PSR,0.8066
027580,2023-07-21,PBR,1.729
027580,2023-07-21,PCR,23.0806
027580,2023-07-21,PER,14.7716
027580,2023-07-21,PSR,1.694
027710,2023-07-21,PBR,0.9318
027710,2023-07-21,PCR,-2.4727
027710,2023-07-21,PER,-24.0103
027710,2023-07-21,PSR,0.1622
027740,2023-07-21,PBR,1.7935
027740,2023-07-21,PCR,-6.927
027740,2023-07-21,PER,-30.2737
027740,2023-07-21,PSR,0.2491
027830,2023-07-21,PBR,1.5522
027830,2023-07-21,PCR,-7.758
027830,2023-07-21,PER,-54.7624
027970,2023-07-21,PBR,0.7312
027970,2023-07-21,PCR,-21.7046
027970,2023-07-21,PER,-12.5078
027970,2023-07-21,PSR,0.3367
028050,2023-07-21,PBR,2.5749
028050,2023-07-21,PCR,47.6468
028050,2023-07-21,PER,9.9714
028050,2023-07-21,PSR,0.6289
028080,2023-07-21,PBR,0.2472
028080,2023-07-21,PCR,3.2692
028080,2023-07-21,PER,-1.7876
028080,2023-07-21,PSR,0.123
028100,2023-07-21,PBR,0.7427
028100,2023-07-21,PCR,5.2719
028100,2023-07-21,PER,-7.8956
028100,2023-07-21,PSR,0.6035
028260,2023-07-21,PBR,0.603
028260,2023-07-21,PCR,5.2862
028260,2023-07-21,PER,7.2689
028260,2023-07-21,PSR,0.448
028300,2023-07-21,PBR,6.6322
028300,2023-07-21,PCR,-62.9021
028300,2023-07-21,PER,-40.0955
028300,2023-07-21,PSR,30.7
028670,2023-07-21,PBR,0.5717
028670,2023-07-21,PCR,1.9692
028670,2023-07-21,PER,4.1835
028670,2023-07-21,PSR,0.4392
029460,2023-07-21,PBR,0.3336
029460,2023-07-21,PCR,2.5746
029460,2023-07-21,PER,2.3332
029460,2023-07-21,PSR,0.2971
029480,2023-07-21,PBR,1.947
029480,2023-07-21,PCR,-11.2957
029480,2023-07-21,PER,-25.9604
029480,2023-07-21,PSR,1.8382
029530,2023-07-21,PBR,0.3499
029530,2023-07-21,PCR,11.5472
029530,2023-07-21,PER,7.4597
029530,2023-07-21,PSR,0.8423
029780,2023-07-21,PBR,0.4321
029780,2023-07-21,PCR,-2.8276
029780,2023-07-21,PER,5.5257
029960,2023-07-21,PBR,2.2342
029960,2023-07-21,PCR,7.893
029960,2023-07-21,PER,8.9702
029960,2023-07-21,PSR,3.9551
030000,2023-07-21,PBR,1.7233
030000,2023-07-21,PCR,9.3188
030000,2023-07-21,PER,10.8331
030000,2023-07-21,PSR,0.4896
030190,2023-07-21,PBR,1.8508
030190,2023-07-21,PCR,8.386
030190,2023-07-21,PER,11.9283
030190,2023-07-21,PSR,1.2715
030200,2023-07-21,PBR,0.439
030200,2023-07-21,PCR,2.1314
030200,2023-07-21,PER,6.3076
030200,2023-07-21,PSR,0.3034
030210,2023-07-21,PBR,0.2118
030210,2023-07-21,PCR,28.9113
030210,2023-07-21,PER,2.5627
030350,2023-07-21,PBR,0.6936
030350,2023-07-21,PCR,-6.2797
030350,2023-07-21,PER,-3.1662
030350,2023-07-21,PSR,4.8305
030520,2023-07-21,PBR,0.6556
030520,2023-07-21,PCR,8.6667
030520,2023-07-21,PER,27.2482
030520,2023-07-21,PSR,1.4593
030530,2023-07-21,PBR,0.2046
030530,2023-07-21,PCR,3.2688
030530,2023-07-21,PER,2.412
030530,2023-07-21,PSR,0.2957
030610,2023-07-21,PBR,0.2137
030610,2023-07-21,PCR,-0.2454
030610,2023-07-21,PER,4.5284
030720,2023-07-21,PBR,0.698
030720,2023-07-21,PCR,-2.0472
030720,2023-07-21,PER,15.5736
030720,2023-07-21,PSR,0.2603
030790,2023-07-21,PBR,2.4785
030790,2023-07-21,PCR,8.3514
030790,2023-07-21,PER,-0.9952
030790,2023-07-21,PSR,0.7503
030960,2023-07-21,PBR,1.3552
030960,2023-07-21,PCR,-36.4529
030960,2023-07-21,PER,-109.3587
030960,2023-07-21,PSR,4.1782
031310,2023-07-21,PBR,0.2914
031310,2023-07-21,PCR,-10.0157
031310,2023-07-21,PER,-15.5082
031310,2023-07-21,PSR,0.2388
031330,2023-07-21,PBR,0.8237
031330,2023-07-21,PCR,2.7465
031330,2023-07-21,PER,6.6093
031330,2023-07-21,PSR,0.1245
031430,2023-07-21,PBR,0.762
031430,2023-07-21,PCR,6.6195
031430,2023-07-21,PER,6.075
031430,2023-07-21,PSR,0.4049
031440,2023-07-21,PBR,0.5411
031440,2023-07-21,PCR,3.7352
031440,2023-07-21,PER,-21.0663
031440,2023-07-21,PSR,0.11
031510,2023-07-21,PBR,0.4364
031510,2023-07-21,PCR,13.6182
031510,2023-07-21,PER,-8.1709
031510,2023-07-21,PSR,0.378
031820,2023-07-21,PBR,0.5666
031820,2023-07-21,PCR,-2.9524
031820,2023-07-21,PER,2.829
031820,2023-07-21,PSR,0.1275
031860,2023-07-21,PBR,1.8157
031860,2023-07-21,PCR,-8.4379
031860,2023-07-21,PER,-7.9265
031860,2023-07-21,PSR,11.0137
031980,2023-07-21,PBR,1.9998
031980,2023-07-21,PCR,41.2462
031980,2023-07-21,PER,11.9923
031980,2023-07-21,PSR,7.1638
032080,2023-07-21,PBR,0.3232
032080,2023-07-21,PCR,6.3475
032080,2023-07-21,PER,-13.6716
032080,2023-07-21,PSR,0.7812
032190,2023-07-21,PBR,0.0895
032190,2023-07-21,PCR,-0.1476
032190,2023-07-21,PER,0.5394
032190,2023-07-21,PSR,0.0438
032280,2023-07-21,PBR,0.5554
032280,2023-07-21,PCR,3.0236
032280,2023-07-21,PER,10.1703
032280,2023-07-21,PSR,0.3525
032300,2023-07-21,PBR,3.4894
032300,2023-07-21,PCR,32.7202
032300,2023-07-21,PER,-128.8356
032300,2023-07-21,PSR,2.4896
032350,2023-07-21,PBR,3.1052
032350,2023-07-21,PCR,-11.8751
032350,2023-07-21,PER,-2.8412
032350,2023-07-21,PSR,4.087
032500,2023-07-21,PBR,2.0914
032500,2023-07-21,PCR,-56.0625
032500,2023-07-21,PER,-18.7577
032500,2023-07-21,PSR,2.8318
032540,2023-07-21,PBR,1.0791
032540,2023-07-21,PCR,69.1222
032540,2023-07-21,PER,20.4225
032540,2023-07-21,PSR,0.9683
032560,2023-07-21,PBR,0.3777
032560,2023-07-21,PCR,3.5304
032560,2023-07-21,PER,3.3103
032560,2023-07-21,PSR,0.4119
032580,2023-07-21,PBR,1.0819
032580,2023-07-21,PCR,75.7304
032580,2023-07-21,PER,8.985
032580,2023-07-21,PSR,0.7639
032620,2023-07-21,PBR,2.214
032620,2023-07-21,PCR,83.0409
032620,2023-07-21,PER,65.2464
032620,2023-07-21,PSR,1.9518
032640,2023-07-21,PBR,0.5432
032640,2023-07-21,PCR,1.2664
032640,2023-07-21,PER,7.0082
032640,2023-07-21,PSR,0.3232
032680,2023-07-21,PBR,1.1209
032680,2023-07-21,PCR,-23.3726
032680,2023-07-21,PER,7.8617
032680,2023-07-21,PSR,1.175
032750,2023-07-21,PBR,0.5145
032750,2023-07-21,PCR,6.3374
032750,2023-07-21,PER,10.2982
032750,2023-07-21,PSR,0.3131
032790,2023-07-21,PBR,1.9108
032790,2023-07-21,PCR,-68.643
032790,2023-07-21,PER,-68.643
032790,2023-07-21,PSR,0.7982
032800,2023-07-21,PBR,1.0412
032800,2023-07-21,PCR,3.6072
032800,2023-07-21,PER,-2.8451
032800,2023-07-21,PSR,0.9782
032820,2023-07-21,PBR,2.355
032820,2023-07-21,PCR,-58.6359
032820,2023-07-21,PER,135.5956
032820,2023-07-21,PSR,4.2127
032830,2023-07-21,PBR,0.5026
032830,2023-07-21,PCR,-3.1589
032830,2023-07-21,PER,6.4008
032850,2023-07-21,PBR,1.6763
032850,2023-07-21,PCR,15.2019
032850,2023-07-21,PER,16.6497
032850,2023-07-21,PSR,3.067
032860,2023-07-21,PBR,2.4203
032860,2023-07-21,PCR,40.8052
032860,2023-07-21,PER,-12.5555
032860,2023-07-21,PSR,1.3058
032940,2023-07-21,PBR,0.2809
032940,2023-07-21,PCR,171.6985
032940,2023-07-21,PER,1.8972
032940,2023-07-21,PSR,0.5977
032960,2023-07-21,PBR,0.8139
032960,2023-07-21,PCR,10.8009
032960,2023-07-21,PER,37.0317
032960,2023-07-21,PSR,1.9713
032980,2023-07-21,PBR,2.1208
032980,2023-07-21,PCR,-19.3618
032980,2023-07-21,PER,-5.2476
032980,2023-07-21,PSR,3.9542
033050,2023-07-21,PBR,0.9538
033050,2023-07-21,PCR,4.6098
033050,2023-07-21,PER,14.8538
033050,2023-07-21,PSR,0.5863
033100,2023-07-21,PBR,4.727
033100,2023-07-21,PCR,-38.1674
033100,2023-07-21,PER,15.716
033100,2023-07-21,PSR,2.9991
033130,2023-07-21,PBR,0.9111
033130,2023-07-21,PCR,14.2859
033130,2023-07-21,PER,29.1212
033130,2023-07-21,PSR,2.2875
033160,2023-07-21,PBR,0.321
033160,2023-07-21,PCR,-821.42
033160,2023-07-21,PER,-16.6786
033160,2023-07-21,PSR,0.327
033170,2023-07-21,PBR,1.0184
033170,2023-07-21,PCR,10.8683
033170,2023-07-21,PER,73.0594
033170,2023-07-21,PSR,0.4796
033180,2023-07-21,PBR,0.1765
033180,2023-07-21,PCR,-7.2047
033180,2023-07-21,PER,-0.5021
033180,2023-07-21,PSR,0.4845
033200,2023-07-21,PBR,0.9554
033200,2023-07-21,PCR,-34.0724
033200,2023-07-21,PER,-45.4299
033200,2023-07-21,PSR,2.1295
033230,2023-07-21,PBR,1.7498
033230,2023-07-21,PCR,-7.7131
033230,2023-07-21,PER,-71.1322
033230,2023-07-21,PSR,0.4014
033240,2023-07-21,PBR,1.7292
033240,2023-07-21,PCR,24.4882
033240,2023-07-21,PER,-11.0647
033240,2023-07-21,PSR,2.0407
033250,2023-07-21,PBR,1.1173
033250,2023-07-21,PCR,5.6178
033250,2023-07-21,PER,-7.9832
033250,2023-07-21,PSR,0.6019
033270,2023-07-21,PBR,1.3454
033270,2023-07-21,PCR,7.6949
033270,2023-07-21,PER,9.3837
033270,2023-07-21,PSR,1.6924
033290,2023-07-21,PBR,0.7323
033290,2023-07-21,PCR,3.8713
033290,2023-07-21,PER,5.9995
033290,2023-07-21,PSR,0.2982
033310,2023-07-21,PBR,1.1416
033310,2023-07-21,PCR,157.94
033310,2023-07-21,PER,14.3582
033310,2023-07-21,PSR,4.3035
033320,2023-07-21,PBR,0.8347
033320,2023-07-21,PCR,-10.0508
033320,2023-07-21,PER,-41.5739
033320,2023-07-21,PSR,0.4794
033340,2023-07-21,PBR,4.5893
033340,2023-07-21,PCR,-85.2358
033340,2023-07-21,PER,27.2755
033340,2023-07-21,PSR,2.5318
033500,2023-07-21,PBR,3.0198
033500,2023-07-21,PCR,-38.1182
033500,2023-07-21,PER,40.612
033500,2023-07-21,PSR,0.9648
033530,2023-07-21,PBR,0.5643
033530,2023-07-21,PCR,3.6504
033530,2023-07-21,PER,9.2191
033530,2023-07-21,PSR,0.1197
033540,2023-07-21,PBR,0.607
033540,2023-07-21,PCR,10.4207
033540,2023-07-21,PER,-12.233
033540,2023-07-21,PSR,0.2518
033560,2023-07-21,PBR,0.4125
033560,2023-07-21,PCR,11.4688
033560,2023-07-21,PER,-41.5744
033560,2023-07-21,PSR,1.3069
033640,2023-07-21,PBR,1.4909
033640,2023-07-21,PCR,5.2363
033640,2023-07-21,PER,7.6099
033640,2023-07-21,PSR,0.8795
033780,2023-07-21,PBR,1.2029
033780,2023-07-21,PCR,21.1358
033780,2023-07-21,PER,11.1202
033780,2023-07-21,PSR,1.9333
033790,2023-07-21,PBR,1.1792
033790,2023-07-21,PCR,
033790,2023-07-21,PER,15.2152
033790,2023-07-21,PSR,2.6083
033830,2023-07-21,PBR,0.8137
033830,2023-07-21,PCR,-32.5
033830,2023-07-21,PER,19.898
033830,2023-07-21,PSR,2.3665
033920,2023-07-21,PBR,0.3394
033920,2023-07-21,PCR,4.5265
033920,2023-07-21,PER,5.3332
033920,2023-07-21,PSR,1.0534
034020,2023-07-21,PBR,1.0563
034020,2023-07-21,PCR,9.8648
034020,2023-07-21,PER,-37.9226
034020,2023-07-21,PSR,0.6756
034120,2023-07-21,PBR,0.6177
034120,2023-07-21,PCR,-9.359
034120,2023-07-21,PER,4.3286
034120,2023-07-21,PSR,0.4565
034220,2023-07-21,PBR,0.397
034220,2023-07-21,PCR,2.8918
034220,2023-07-21,PER,-1.1443
034220,2023-07-21,PSR,0.2091
